date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:28:03	1034872/1034872	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:49%20GMT	https://voixoff.ma/categories/MoroccanArabic?page=4	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/MoroccanArabicfdb0.html	(from https://voixoff.ma/categories/MoroccanArabic)
12:28:04	1032261/1032261	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:50%20GMT	https://voixoff.ma/categories/MoroccanArabic?page=5	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/MoroccanArabicaf4d.html	(from https://voixoff.ma/categories/MoroccanArabic)
12:28:04	1032527/1032527	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:50%20GMT	https://voixoff.ma/categories/MoroccanArabic?page=6	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/MoroccanArabicc575.html	(from https://voixoff.ma/categories/MoroccanArabic)
12:28:05	1032323/1032323	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:51%20GMT	https://voixoff.ma/categories/MoroccanArabic?page=7	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/MoroccanArabic235c.html	(from https://voixoff.ma/categories/MoroccanArabic)
12:28:05	1033349/1033349	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:51%20GMT	https://voixoff.ma/categories/MoroccanArabic?page=8	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/MoroccanArabicfdfa.html	(from https://voixoff.ma/categories/MoroccanArabic)
12:28:05	1033021/1033021	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:52%20GMT	https://voixoff.ma/categories/MoroccanArabic?page=9	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/MoroccanArabic0b08.html	(from https://voixoff.ma/categories/MoroccanArabic)
12:28:06	1032640/1032640	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:52%20GMT	https://voixoff.ma/categories/MoroccanArabic?page=10	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/MoroccanArabic1448.html	(from https://voixoff.ma/categories/MoroccanArabic)
12:28:06	1033591/1033591	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:53%20GMT	https://voixoff.ma/categories/MoroccanArabic?page=15	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/MoroccanArabic5760.html	(from https://voixoff.ma/categories/MoroccanArabic)
12:28:08	504648/504648	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:53%20GMT	https://voixoff.ma/categories/MoroccanArabic?page=16	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/MoroccanArabic42a7.html	(from https://voixoff.ma/categories/MoroccanArabic)
12:28:08	3724371/3724371	---M--	200	added ('OK')	audio/mpeg	etag:%2238d453-652e57ec-69e8032360908501;;;%22	https://voixoff.ma/public/storage/gigs/previews/small/17D3ABB5335479BEF6C2.mp3	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/storage/gigs/previews/small/17D3ABB5335479BEF6C2.mp3	(from https://voixoff.ma/categories/MoroccanArabic)
12:28:08	1037961/1037961	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:54%20GMT	https://voixoff.ma/categories/french?page=2	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/french4658.html	(from https://voixoff.ma/categories/french)
12:28:08	1032666/1032666	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:55%20GMT	https://voixoff.ma/categories/french?page=3	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/french9ba9.html	(from https://voixoff.ma/categories/french)
12:28:09	1033888/1033888	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:55%20GMT	https://voixoff.ma/categories/french?page=4	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/frenchfdb0.html	(from https://voixoff.ma/categories/french)
12:28:09	1031277/1031277	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:56%20GMT	https://voixoff.ma/categories/french?page=5	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/frenchaf4d.html	(from https://voixoff.ma/categories/french)
12:28:10	1031543/1031543	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:56%20GMT	https://voixoff.ma/categories/french?page=6	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/frenchc575.html	(from https://voixoff.ma/categories/french)
12:28:10	1031339/1031339	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:56%20GMT	https://voixoff.ma/categories/french?page=7	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/french235c.html	(from https://voixoff.ma/categories/french)
12:28:10	1032381/1032381	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:57%20GMT	https://voixoff.ma/categories/french?page=8	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/frenchfdfa.html	(from https://voixoff.ma/categories/french)
12:28:11	1032053/1032053	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:57%20GMT	https://voixoff.ma/categories/french?page=9	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/french0b08.html	(from https://voixoff.ma/categories/french)
12:28:11	1031656/1031656	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:57%20GMT	https://voixoff.ma/categories/french?page=10	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/french1448.html	(from https://voixoff.ma/categories/french)
12:28:11	1032607/1032607	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:58%20GMT	https://voixoff.ma/categories/french?page=15	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/french5760.html	(from https://voixoff.ma/categories/french)
12:28:12	1927438/1927438	---M--	200	added ('OK')	audio/mpeg	etag:%221d690e-652e57ec-7494c95bc3ef087f;;;%22	https://voixoff.ma/public/storage/gigs/previews/small/5C53813AB329DAD1A47F.mp3	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/storage/gigs/previews/small/5C53813AB329DAD1A47F.mp3	(from https://voixoff.ma/categories/MoroccanArabic)
12:28:12	504144/504144	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:58%20GMT	https://voixoff.ma/categories/french?page=16	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/french42a7.html	(from https://voixoff.ma/categories/french)
12:28:13	1037838/1037838	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:25:59%20GMT	https://voixoff.ma/categories/fusha?page=2	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha4658.html	(from https://voixoff.ma/categories/fusha)
12:28:13	1032543/1032543	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:00%20GMT	https://voixoff.ma/categories/fusha?page=3	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha9ba9.html	(from https://voixoff.ma/categories/fusha)
12:28:14	1033765/1033765	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:00%20GMT	https://voixoff.ma/categories/fusha?page=4	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fushafdb0.html	(from https://voixoff.ma/categories/fusha)
12:28:14	1031154/1031154	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:00%20GMT	https://voixoff.ma/categories/fusha?page=5	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fushaaf4d.html	(from https://voixoff.ma/categories/fusha)
12:28:15	1031420/1031420	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:01%20GMT	https://voixoff.ma/categories/fusha?page=6	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fushac575.html	(from https://voixoff.ma/categories/fusha)
12:28:15	1031216/1031216	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:01%20GMT	https://voixoff.ma/categories/fusha?page=7	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha235c.html	(from https://voixoff.ma/categories/fusha)
12:28:15	1032260/1032260	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:02%20GMT	https://voixoff.ma/categories/fusha?page=8	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fushafdfa.html	(from https://voixoff.ma/categories/fusha)
12:28:16	1031932/1031932	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:02%20GMT	https://voixoff.ma/categories/fusha?page=9	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha0b08.html	(from https://voixoff.ma/categories/fusha)
12:28:16	1031533/1031533	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:02%20GMT	https://voixoff.ma/categories/fusha?page=10	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha1448.html	(from https://voixoff.ma/categories/fusha)
12:28:17	1032484/1032484	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:03%20GMT	https://voixoff.ma/categories/fusha?page=15	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha5760.html	(from https://voixoff.ma/categories/fusha)
12:28:18	504081/504081	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:03%20GMT	https://voixoff.ma/categories/fusha?page=16	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha42a7.html	(from https://voixoff.ma/categories/fusha)
12:28:18	1038503/1038503	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:05%20GMT	https://voixoff.ma/categories/fusha/male?page=2	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/male4658.html	(from https://voixoff.ma/categories/fusha/male)
12:28:19	1033208/1033208	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:05%20GMT	https://voixoff.ma/categories/fusha/male?page=3	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/male9ba9.html	(from https://voixoff.ma/categories/fusha/male)
12:28:19	1034430/1034430	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:05%20GMT	https://voixoff.ma/categories/fusha/male?page=4	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/malefdb0.html	(from https://voixoff.ma/categories/fusha/male)
12:28:19	1031819/1031819	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:06%20GMT	https://voixoff.ma/categories/fusha/male?page=5	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/maleaf4d.html	(from https://voixoff.ma/categories/fusha/male)
12:28:20	1032085/1032085	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:06%20GMT	https://voixoff.ma/categories/fusha/male?page=6	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/malec575.html	(from https://voixoff.ma/categories/fusha/male)
12:28:20	1031881/1031881	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:06%20GMT	https://voixoff.ma/categories/fusha/male?page=7	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/male235c.html	(from https://voixoff.ma/categories/fusha/male)
12:28:20	1032915/1032915	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:07%20GMT	https://voixoff.ma/categories/fusha/male?page=8	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/malefdfa.html	(from https://voixoff.ma/categories/fusha/male)
12:28:21	1032587/1032587	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:07%20GMT	https://voixoff.ma/categories/fusha/male?page=9	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/male0b08.html	(from https://voixoff.ma/categories/fusha/male)
12:28:21	1032198/1032198	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:07%20GMT	https://voixoff.ma/categories/fusha/male?page=10	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/male1448.html	(from https://voixoff.ma/categories/fusha/male)
12:28:21	1033149/1033149	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:08%20GMT	https://voixoff.ma/categories/fusha/male?page=15	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/male5760.html	(from https://voixoff.ma/categories/fusha/male)
12:28:22	504418/504418	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:08%20GMT	https://voixoff.ma/categories/fusha/male?page=16	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/male42a7.html	(from https://voixoff.ma/categories/fusha/male)
12:28:23	1038749/1038749	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:09%20GMT	https://voixoff.ma/categories/fusha/female?page=2	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/female4658.html	(from https://voixoff.ma/categories/fusha/female)
12:28:23	1033454/1033454	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:10%20GMT	https://voixoff.ma/categories/fusha/female?page=3	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/female9ba9.html	(from https://voixoff.ma/categories/fusha/female)
12:28:24	1034676/1034676	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:10%20GMT	https://voixoff.ma/categories/fusha/female?page=4	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/femalefdb0.html	(from https://voixoff.ma/categories/fusha/female)
12:28:24	1032065/1032065	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:10%20GMT	https://voixoff.ma/categories/fusha/female?page=5	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/femaleaf4d.html	(from https://voixoff.ma/categories/fusha/female)
12:28:24	1032331/1032331	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:11%20GMT	https://voixoff.ma/categories/fusha/female?page=6	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/femalec575.html	(from https://voixoff.ma/categories/fusha/female)
12:28:25	1032127/1032127	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:11%20GMT	https://voixoff.ma/categories/fusha/female?page=7	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/female235c.html	(from https://voixoff.ma/categories/fusha/female)
12:28:25	1033157/1033157	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:11%20GMT	https://voixoff.ma/categories/fusha/female?page=8	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/femalefdfa.html	(from https://voixoff.ma/categories/fusha/female)
12:28:25	1032829/1032829	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:12%20GMT	https://voixoff.ma/categories/fusha/female?page=9	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/female0b08.html	(from https://voixoff.ma/categories/fusha/female)
12:28:26	1032444/1032444	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:12%20GMT	https://voixoff.ma/categories/fusha/female?page=10	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/female1448.html	(from https://voixoff.ma/categories/fusha/female)
12:28:26	1033395/1033395	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:13%20GMT	https://voixoff.ma/categories/fusha/female?page=15	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/female5760.html	(from https://voixoff.ma/categories/fusha/female)
12:28:27	504544/504544	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:13%20GMT	https://voixoff.ma/categories/fusha/female?page=16	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/female42a7.html	(from https://voixoff.ma/categories/fusha/female)
12:28:28	1038330/1038330	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:14%20GMT	https://voixoff.ma/categories/EnglishUS?page=2	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/EnglishUS4658.html	(from https://voixoff.ma/categories/EnglishUS)
12:28:28	1033035/1033035	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:14%20GMT	https://voixoff.ma/categories/EnglishUS?page=3	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/EnglishUS9ba9.html	(from https://voixoff.ma/categories/EnglishUS)
12:28:28	1034257/1034257	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:15%20GMT	https://voixoff.ma/categories/EnglishUS?page=4	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/EnglishUSfdb0.html	(from https://voixoff.ma/categories/EnglishUS)
12:28:29	1031646/1031646	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:15%20GMT	https://voixoff.ma/categories/EnglishUS?page=5	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/EnglishUSaf4d.html	(from https://voixoff.ma/categories/EnglishUS)
12:28:29	1031912/1031912	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:15%20GMT	https://voixoff.ma/categories/EnglishUS?page=6	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/EnglishUSc575.html	(from https://voixoff.ma/categories/EnglishUS)
12:28:30	1031708/1031708	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:16%20GMT	https://voixoff.ma/categories/EnglishUS?page=7	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/EnglishUS235c.html	(from https://voixoff.ma/categories/EnglishUS)
12:28:30	1032744/1032744	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:16%20GMT	https://voixoff.ma/categories/EnglishUS?page=8	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/EnglishUSfdfa.html	(from https://voixoff.ma/categories/EnglishUS)
12:28:30	1032416/1032416	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:17%20GMT	https://voixoff.ma/categories/EnglishUS?page=9	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/EnglishUS0b08.html	(from https://voixoff.ma/categories/EnglishUS)
12:28:30	1032025/1032025	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:17%20GMT	https://voixoff.ma/categories/EnglishUS?page=10	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/EnglishUS1448.html	(from https://voixoff.ma/categories/EnglishUS)
12:28:31	1032976/1032976	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:17%20GMT	https://voixoff.ma/categories/EnglishUS?page=15	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/EnglishUS5760.html	(from https://voixoff.ma/categories/EnglishUS)
12:28:32	504333/504333	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:18%20GMT	https://voixoff.ma/categories/EnglishUS?page=16	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/EnglishUS42a7.html	(from https://voixoff.ma/categories/EnglishUS)
12:28:33	1038084/1038084	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:19%20GMT	https://voixoff.ma/categories/amazigh?page=2	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/amazigh4658.html	(from https://voixoff.ma/categories/amazigh)
12:28:33	1032789/1032789	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:20%20GMT	https://voixoff.ma/categories/amazigh?page=3	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/amazigh9ba9.html	(from https://voixoff.ma/categories/amazigh)
12:28:33	1034011/1034011	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:20%20GMT	https://voixoff.ma/categories/amazigh?page=4	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/amazighfdb0.html	(from https://voixoff.ma/categories/amazigh)
12:28:34	1031400/1031400	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:20%20GMT	https://voixoff.ma/categories/amazigh?page=5	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/amazighaf4d.html	(from https://voixoff.ma/categories/amazigh)
12:28:34	1031666/1031666	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:20%20GMT	https://voixoff.ma/categories/amazigh?page=6	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/amazighc575.html	(from https://voixoff.ma/categories/amazigh)
12:28:34	1031462/1031462	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:26:21%20GMT	https://voixoff.ma/categories/amazigh?page=7	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/amazigh235c.html	(from https://voixoff.ma/categories/amazigh)
