date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:25:37	1004/1004	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Mar%202024%2011:23:23%20GMT	https://voixoff.ma/robots.txt		(from )
12:25:37	263557/263557	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:23%20GMT	https://voixoff.ma/	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/index.html	(from )
12:25:39	221258/221258	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2018%20Mar%202024%2011:23:24%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/connect.facebook.net/en_US/fbevents.js	(from https://voixoff.ma/)
12:25:39	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2018%20Mar%202024%2011:23:26%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/www.googletagmanager.com/gtm.15445.delayed	(from https://voixoff.ma/)
12:25:40	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%226599bda5-317b%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.3/css/all.min.css	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.3/css/all.min.css	(from https://voixoff.ma/)
12:25:41	16670/16670	---M--	200	added ('OK')	image/png	etag:%22411e-65a46029-47d7c6b727b6c72f;;;%22	https://voixoff.ma/public/storage/site/favicon/7FED5D689352E0E3F116.png	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/storage/site/favicon/7FED5D689352E0E3F116.png	(from https://voixoff.ma/)
12:25:41	250562/250562	---M-Z	200	added ('OK')	text/css	etag:%223d2c2-65c6b98a-1bad4ed4ef6539cd;gz%22	https://voixoff.ma/public/css/app.css?id=67bc1acc539a3ea22494e4aa9f8f34b3	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/css/appc8ec.css	(from https://voixoff.ma/)
12:25:41	174819/174819	---M-Z	200	added ('OK')	application/x-javascript	etag:%222aae3-652e57eb-1b40eb3346936d47;gz%22	https://voixoff.ma/public/vendor/livewire/livewire.js?id=90730a3b0e7144480175	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/vendor/livewire/livewire4a5a.js	(from https://voixoff.ma/)
12:25:42	4908/4908	---M-Z	200	added ('OK')	text/css	etag:W/%22132c-v8AxwmpPZx0Tci+iwIno7Hb5FII%22	https://cdn.jsdelivr.net/gh/greghub/green-audio-player/dist/css/green-audio-player.min.css	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/cdn.jsdelivr.net/gh/greghub/green-audio-player/dist/css/green-audio-player.min.css	(from https://voixoff.ma/)
12:25:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Mar%202024%2011:23:29%20GMT	http://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.7.delayed	(from https://voixoff.ma/)
12:25:43	1776/1776	---M-Z	200	added ('OK')	text/css	etag:W/%226f0-qUoFmzF4tK3sCeMoGs4oGaMAlaQ%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	(from https://voixoff.ma/)
12:25:44	698902/698902	---MCZ	200	added ('OK')	text/javascript	etag:W/%22805a264c1bc1d91:0%22	https://downloads-global.3cx.com/downloads/livechatandtalk/v1/callus.js	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/downloads-global.3cx.com/downloads/livechatandtalk/v1/callus.js	(from https://voixoff.ma/)
12:25:44	51154/51154	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:30%20GMT	https://voixoff.ma/cart	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/cart.html	(from https://voixoff.ma/)
12:25:46	46122/46122	---M--	200	added ('OK')	image/png	etag:%22b42a-65988033-498a2ae6ef19e0a5;;;%22	https://voixoff.ma/public/storage/site/logo/C5FC8C873192B914D992.png	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/storage/site/logo/C5FC8C873192B914D992.png	(from https://voixoff.ma/)
12:25:46	5704/5704	---M--	200	added ('OK')	image/jpeg	etag:%221648-652e57eb-767fdd6cbd2b3d94;;;%22	https://voixoff.ma/public/storage/default/default-placeholder.jpg	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/storage/default/default-placeholder.jpg	(from https://voixoff.ma/)
12:25:51	141593/141593	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:33%20GMT	https://voixoff.ma/start_selling	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/start_selling.html	(from https://voixoff.ma/)
12:25:52	28796/28796	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:39%20GMT	https://voixoff.ma/auth/login	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/auth/login.html	(from https://voixoff.ma/)
12:25:53	34479/34479	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:39%20GMT	https://voixoff.ma/auth/register	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/auth/register.html	(from https://voixoff.ma/)
12:25:54	1042507/1042507	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:40%20GMT	https://voixoff.ma/categories/MoroccanArabic	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/MoroccanArabic.html	(from https://voixoff.ma/)
12:25:57	1041555/1041555	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:42%20GMT	https://voixoff.ma/categories/french	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/french.html	(from https://voixoff.ma/)
12:25:58	1041436/1041436	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:42%20GMT	https://voixoff.ma/categories/fusha	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha.html	(from https://voixoff.ma/)
12:25:58	1042081/1042081	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:44%20GMT	https://voixoff.ma/categories/fusha/male	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/male.html	(from https://voixoff.ma/)
12:25:59	1042319/1042319	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:45%20GMT	https://voixoff.ma/categories/fusha/female	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fusha/female.html	(from https://voixoff.ma/)
12:25:59	1041912/1041912	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:45%20GMT	https://voixoff.ma/categories/EnglishUS	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/EnglishUS.html	(from https://voixoff.ma/)
12:26:00	1041674/1041674	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:46%20GMT	https://voixoff.ma/categories/amazigh	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/amazigh.html	(from https://voixoff.ma/)
12:26:00	1041674/1041674	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:46%20GMT	https://voixoff.ma/categories/Spanish	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/Spanish.html	(from https://voixoff.ma/)
12:26:01	1042388/1042388	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:47%20GMT	https://voixoff.ma/categories/africanfrench	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/africanfrench.html	(from https://voixoff.ma/)
12:26:01	1042507/1042507	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:48%20GMT	https://voixoff.ma/categories/arabic-lebanon	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/arabic-lebanon.html	(from https://voixoff.ma/)
12:26:02	1041436/1041436	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:48%20GMT	https://voixoff.ma/categories/souss	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/souss.html	(from https://voixoff.ma/)
12:26:03	1042507/1042507	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:49%20GMT	https://voixoff.ma/categories/atlass-amazigh	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/atlass-amazigh.html	(from https://voixoff.ma/)
12:26:04	1041436/1041436	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:49%20GMT	https://voixoff.ma/categories/fr-mr	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/fr-mr.html	(from https://voixoff.ma/)
12:26:05	1041674/1041674	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:50%20GMT	https://voixoff.ma/categories/italien	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/italien.html	(from https://voixoff.ma/)
12:26:05	1042031/1042031	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:51%20GMT	https://voixoff.ma/categories/uk-english	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/uk-english.html	(from https://voixoff.ma/)
12:26:06	1042388/1042388	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:51%20GMT	https://voixoff.ma/categories/africaenglish	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/africaenglish.html	(from https://voixoff.ma/)
12:26:06	1042507/1042507	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:52%20GMT	https://voixoff.ma/categories/german-germany	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/german-germany.html	(from https://voixoff.ma/)
12:26:07	1043102/1043102	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:53%20GMT	https://voixoff.ma/categories/portuguese-portugal	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/portuguese-portugal.html	(from https://voixoff.ma/)
12:26:08	148008/148008	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:54%20GMT	https://voixoff.ma/help/contact	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/help/contact.html	(from https://voixoff.ma/)
12:26:09	61390/61390	---M--	200	added ('OK')	image/png	etag:%22efce-655fbdc1-9c2f1afd0db002c1;;;%22	https://voixoff.ma/public/img/home/clients.png	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/img/home/clients.png	(from https://voixoff.ma/)
12:26:09	1036925/1036925	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:55%20GMT	https://voixoff.ma/search	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/search.html	(from https://voixoff.ma/)
12:26:09	1042864/1042864	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:53%20GMT	https://voixoff.ma/categories/portuguese-brazil	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/categories/portuguese-brazil.html	(from https://voixoff.ma/)
12:26:11	83981/83981	---M-Z	200	added ('OK')	text/css	etag:%22619c057b-44be%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0-beta3/css/all.min.css	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0-beta3/css/all.min.css	(from https://voixoff.ma/)
12:26:11	1028399/1028399	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:57%20GMT	https://voixoff.ma/search?language=1	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/search53f1.html	(from https://voixoff.ma/)
12:26:11	247/247	---M--	200	added ('OK')	image/svg+xml	etag:%22f7-652e57eb-8148c1fef6c1de9e;;;%22	https://voixoff.ma/public/img/flags/ma.svg	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/img/flags/ma.svg	(from https://voixoff.ma/)
12:26:12	1023443/1023443	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:58%20GMT	https://voixoff.ma/search?language=2	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/searchbabd.html	(from https://voixoff.ma/)
12:26:12	289/289	---M--	200	added ('OK')	image/svg+xml	etag:%22121-652e57eb-9bd299b384e81fe1;;;%22	https://voixoff.ma/public/img/flags/fr.svg	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/img/flags/fr.svg	(from https://voixoff.ma/)
12:26:12	10286/10286	---M-Z	200	added ('OK')	image/svg+xml	etag:%22282e-652e57eb-ab712a3039d28f6;gz%22	https://voixoff.ma/public/img/flags/sa.svg	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/img/flags/sa.svg	(from https://voixoff.ma/)
12:26:12	557747/557747	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:59%20GMT	https://voixoff.ma/search?language=3	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/search3848.html	(from https://voixoff.ma/)
12:26:13	1022049/1022049	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:23:59%20GMT	https://voixoff.ma/search?language=4	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/searchac79.html	(from https://voixoff.ma/)
12:26:13	4424/4424	---M-Z	200	added ('OK')	image/svg+xml	etag:%221148-652e57eb-ae0af0f200754570;gz%22	https://voixoff.ma/public/img/flags/us.svg	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/img/flags/us.svg	(from https://voixoff.ma/)
12:26:13	272700/272700	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:24:00%20GMT	https://voixoff.ma/search?language=5	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/searchfcca.html	(from https://voixoff.ma/)
12:26:14	1088/1088	---M-Z	200	added ('OK')	image/svg+xml	etag:%22440-65c2a636-91187326a5125fa1;gz%22	https://voixoff.ma/public/img/flags/amazigh.svg	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/img/flags/amazigh.svg	(from https://voixoff.ma/)
12:26:14	1020248/1020248	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:24:01%20GMT	https://voixoff.ma/search?language=6	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/searchfafb.html	(from https://voixoff.ma/)
12:26:14	91815/91815	---M-Z	200	added ('OK')	image/svg+xml	etag:%22166a7-652e57eb-6afa3d91b0fbe0d1;gz%22	https://voixoff.ma/public/img/flags/es.svg	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/img/flags/es.svg	(from https://voixoff.ma/)
12:26:15	1018116/1018116	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:24:01%20GMT	https://voixoff.ma/search?language=17	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/search6cef.html	(from https://voixoff.ma/)
12:26:15	289/289	---M--	200	added ('OK')	image/svg+xml	etag:%22121-652e57eb-32a3f591cdfcc4b5;;;%22	https://voixoff.ma/public/img/flags/it.svg	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/img/flags/it.svg	(from https://voixoff.ma/)
12:26:16	592820/592820	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:24:02%20GMT	https://voixoff.ma/search?language=21	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/search6ecb.html	(from https://voixoff.ma/)
12:26:16	8363/8363	---M-Z	200	added ('OK')	image/svg+xml	etag:%2220ab-652e57eb-cb35f3bf675fb496;gz%22	https://voixoff.ma/public/img/flags/pt.svg	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/img/flags/pt.svg	(from https://voixoff.ma/)
12:26:16	137896/137896	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:24:03%20GMT	https://voixoff.ma/profile/AChaillot	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/profile/AChaillot.html	(from https://voixoff.ma/)
12:26:17	138439/138439	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:24:03%20GMT	https://voixoff.ma/profile/amine	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/profile/amine.html	(from https://voixoff.ma/)
12:26:17	135788/135788	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:24:03%20GMT	https://voixoff.ma/profile/zikosvoice	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/profile/zikosvoice.html	(from https://voixoff.ma/)
12:26:18	480071/480071	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:24:04%20GMT	https://voixoff.ma/search?q=ecom	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/search6e51.html	(from https://voixoff.ma/)
12:26:18	11531/11531	---M-Z	200	added ('OK')	image/svg+xml	etag:%222d0b-65c28ee0-a60ca6f58ac2fdce;gz%22	https://voixoff.ma/public/img/svg/microphone.svg	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/img/svg/microphone.svg	(from https://voixoff.ma/)
12:26:18	12678/12678	---M-Z	200	added ('OK')	image/svg+xml	etag:%223186-65c28ee0-8f7021ff06f0aa41;gz%22	https://voixoff.ma/public/img/svg/languages.svg	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/img/svg/languages.svg	(from https://voixoff.ma/)
12:26:18	8510/8510	---M-Z	200	added ('OK')	image/svg+xml	etag:%22213e-65c28ee0-7fc4fb6c47d71442;gz%22	https://voixoff.ma/public/img/svg/clock.svg	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/img/svg/clock.svg	(from https://voixoff.ma/)
12:26:18	6131/6131	---M-Z	200	added ('OK')	image/svg+xml	etag:%2217f3-65c29cf9-a8cb264fb07871d;gz%22	https://voixoff.ma/public/img/svg/dollar.svg	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/img/svg/dollar.svg	(from https://voixoff.ma/)
12:26:20	939815/939815	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:24:05%20GMT	https://voixoff.ma/service/voix-off-FA2D294A033D5850BB02	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/service/voix-off-FA2D294A033D5850BB02.html	(from https://voixoff.ma/)
12:26:21	139314/139314	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:24:07%20GMT	https://voixoff.ma/profile/KhalilJ	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/profile/KhalilJ.html	(from https://voixoff.ma/)
12:26:21	449/449	---M-Z	200	added ('OK')	image/svg+xml	etag:%221c1-652e57eb-35d85ceffe4616f8;gz%22	https://voixoff.ma/public/img/auth/verified-badge.svg	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/img/auth/verified-badge.svg	(from https://voixoff.ma/)
12:26:21	680899/680899	---M--	200	added ('OK')	audio/mpeg	etag:%22a63c3-65cc952c-bea807fb0857397c;;;%22	https://voixoff.ma/public/storage/gigs/previews/small/2B2A0BA9B2A156929A89.mp3	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/storage/gigs/previews/small/2B2A0BA9B2A156929A89.mp3	(from https://voixoff.ma/)
12:26:22	942083/942083	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:24:08%20GMT	https://voixoff.ma/service/do-voice-over-in-italian-A699937CD6BA9220D1FB	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/service/do-voice-over-in-italian-A699937CD6BA9220D1FB.html	(from https://voixoff.ma/)
12:26:22	130997/130997	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:24:08%20GMT	https://voixoff.ma/profile/Jessica	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/profile/Jessica.html	(from https://voixoff.ma/)
12:26:24	942548/942548	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:24:09%20GMT	https://voixoff.ma/service/do-voice-over-in-english-4BF501DD0513B147D989	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/service/do-voice-over-in-english-4BF501DD0513B147D989.html	(from https://voixoff.ma/)
12:26:25	342217/342217	---M--	200	added ('OK')	audio/mpeg	etag:%22538c9-652e57ec-cff05cdc2bb06249;;;%22	https://voixoff.ma/public/storage/gigs/previews/small/A919E68F322D066C1284.mp3	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/public/storage/gigs/previews/small/A919E68F322D066C1284.mp3	(from https://voixoff.ma/)
12:26:28	130956/130956	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:24:12%20GMT	https://voixoff.ma/profile/LDrury	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/profile/LDrury.html	(from https://voixoff.ma/)
12:26:31	942779/942779	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202024%2011:24:16%20GMT	https://voixoff.ma/service/do-voice-over-in-italian-00A58BDEB743287551D0	C:/Users/DELL/Desktop/controle/Voixoff.ma%20_%20Agence%20Voix%20off%20#1%20au%20Maroc_files/voixoN/voixoff.ma/service/do-voice-over-in-italian-00A58BDEB743287551D0.html	(from https://voixoff.ma/)
